temperature_2m_mean,relative_humidity_2m_mean,precipitation_sum,et0_fao_evapotranspiration,wind_speed_10m_max,soil_moisture_0_to_7cm_mean,growth_stage_encoded,irrigation_needed,water_need_index
-1.1205526515205118,-0.9117527051768183,-0.47873678272470754,0.1395954055880648,-0.37001994034344704,-0.09655519285498552,-0.22567560376224863,1,0.834
-1.2536637450988573,-0.13949303663758061,-0.47873678272470754,-0.2506115031738768,-0.5620203629811076,-0.16204546456185878,-0.22567560376224863,1,0.624
-0.5141576696636047,-0.2167190034915044,-0.47873678272470754,0.30682693791461146,-0.43859151985689715,-0.30394105326008414,-0.22567560376224863,1,0.924
-0.15919475345468334,-0.9889786720307421,-0.47873678272470754,0.6691619246221288,-0.3425913085380671,-0.5222419589496611,-0.22567560376224863,1,1.119
0.4324101068935188,-1.1434306057385897,-0.47873678272470754,0.5019303922955823,-0.9323068923537381,-0.26028087212216866,-0.22567560376224863,1,1.029
0.4619903499109291,-0.9117527051768183,-0.47873678272470754,0.6357156181568194,-1.4397365807532687,-0.3803463702514357,-0.22567560376224863,1,1.101
0.4619903499109291,-1.2206565725925134,-0.47873678272470754,0.8642653790030997,-1.1243073149913985,-0.6423074570789287,-0.22567560376224863,1,1.224
0.4176199853848138,-0.9889786720307421,-0.47873678272470754,0.5911205428697404,-1.0694500513806382,-0.9151835891909003,-0.22567560376224863,1,1.077
0.4619903499109291,-1.375108506300361,-0.47873678272470754,0.758352075196287,-0.9048782605483582,-1.0570791778891258,-0.22567560376224863,1,1.167
0.0182867046497772,-1.0662046388846658,-0.47873678272470754,0.6301412337459347,1.9476994472111664,-1.2208048571563086,-0.22567560376224863,1,1.098
-0.7951699783290007,-1.9156902742778272,-0.47873678272470754,0.6858850778547833,0.6585537523583046,-1.2753800835787028,-0.22567560376224863,1,1.128
-0.3366762115591441,-1.9156902742778272,-0.47873678272470754,0.9534555295772579,0.02769522083456339,-1.340870355285576,-0.22567560376224863,1,1.272
0.254928648789058,-0.9117527051768183,-0.4352006284845424,0.5966949272806253,-0.26030541312192723,-1.439105762845886,-0.22567560376224863,1,0.92
0.16618791973682773,-0.06226706978365684,-0.47873678272470754,0.4406121637758485,0.6174108046502343,-1.351785400570055,-0.22567560376224863,1,0.996
