temperature_2m_mean,relative_humidity_2m_mean,precipitation_sum,et0_fao_evapotranspiration,wind_speed_10m_max,soil_moisture_0_to_7cm_mean,growth_stage_encoded,irrigation_needed,water_need_index
-1.3719847171684978,1.8683821015644373,0.0654651452773572,-1.3097445412420046,-0.8774496287429779,0.8421387016101972,-0.8971869216780233,0,0.0
-0.883910707381231,1.71393016785659,-0.10867947168330352,-1.2595750815440405,0.6036964887475442,0.9840342903084226,-0.8971869216780233,0,0.0
-0.5733181556984249,1.1733483998791234,-0.3045921657640468,-1.1257898556828037,1.1111261771470748,0.8857988827481127,-0.8971869216780233,0,0.0
-1.150132894537922,0.7872185656095047,-0.47873678272470754,-1.0867691648066091,-0.06830499048426666,0.8312236563257183,-0.8971869216780233,0,0.0
-1.0613921654856917,1.0188964661712758,-0.47873678272470754,-1.1480873933263431,-1.398593633045199,0.8312236563257183,-0.8971869216780233,0,0.0
-1.4311452032033178,1.0961224330251997,-0.4134325513644598,-1.1146410868610337,0.2608385911802937,0.7111581581964507,-0.8971869216780233,0,0.0
-0.7064292492767704,1.5594782341487423,-0.47873678272470754,-1.2484263127222708,0.12369543215339344,0.6893280676274929,-0.8971869216780233,0,0.0
-0.35146633306784913,1.636704201002666,-0.34812832000421196,-1.2707238503658105,0.31569585479105405,0.7002431129119718,-0.8971869216780233,0,0.0
-0.3218860900504389,1.327800333586971,0.500826687679009,-1.1202154712719186,1.6596988132546757,0.8203086110412394,-0.8971869216780233,0,0.0
-0.883910707381231,0.8644445324634283,-0.04337524032305575,-1.0923435492174942,1.714556076865436,0.9294590638860282,-0.8971869216780233,0,0.0
-1.2980341096249726,0.7872185656095047,-0.47873678272470754,-1.0867691648066091,-0.2877340449273072,0.7002431129119718,-0.8971869216780233,0,0.0
-1.0466020439769865,1.0961224330251997,-0.47873678272470754,-1.1703849309698824,0.6585537523583046,0.6347528412050986,-0.8971869216780233,0,0.0
-0.7507996138028855,1.327800333586971,-0.39166447424437717,-1.1592361621481126,1.6596988132546757,0.6565829317740562,-0.8971869216780233,0,0.0
-0.55852803418972,-0.06226706978365684,-0.19575178016363387,-0.5572026457725454,2.605986610540287,0.678413022343014,-0.8971869216780233,0,0.0
-0.602898398715835,0.01495889707026693,-0.45696870560462494,-0.6129464898813943,1.9476994472111664,0.6347528412050986,-0.8971869216780233,0,0.0
-0.6916391277680652,0.8644445324634283,-0.47873678272470754,-0.8414962507276744,0.46655332972064395,0.6129227506361408,-0.8971869216780233,0,0.0
-0.6472687632419502,0.24663679763203825,0.04369706815727458,-0.7913267910297105,0.960268702217485,0.7220732034809295,-0.8971869216780233,0,0.0
-1.2980341096249726,0.9416704993173521,-0.4352006284845424,-1.0756203959848394,0.19226701166684354,0.6893280676274929,-0.8971869216780233,0,0.0
